"Country","Year","Ny","No","n","p","p1","dep","K","L","Y","theta","tau","u","k"
"France",1991,1.95775234755535,0.705386921704183,1.37015618231138,0.493673396893858,0.669647521257316,0.360304469860552,2.59645216463248,1.1168307961776,2.21309587647219,0.659945726394653,0.41552,0.429534181086698,2.32483933422944
"France",1992,1.97531227415728,0.718924613328986,1.36736494015967,0.497659192293172,0.67323691284999,0.363954916260366,2.66186383292877,1.109985596054,2.249952708016,0.657111048698425,0.41153,0.438070825268602,2.39810664425889
"France",1993,1.99160375030934,0.731872257819893,1.36377620152889,0.501158911565092,0.677052686603651,0.367478851004481,2.72541509346675,1.0991308973436,2.24617992967689,0.656771540641785,0.42353,0.448117680450801,2.47960920765086
"France",1994,2.00679365274982,0.743920711227716,1.36315038212311,0.505321411790302,0.680624114322335,0.370701148176523,2.78070148411859,1.10598815060494,2.30262307260456,0.653985440731049,0.42475,0.448877990475276,2.51422357698646
"France",1995,2.02091198652477,0.754891647326479,1.36504323172948,0.509898372983644,0.683757733678898,0.373540090988631,2.8684959946737,1.11849895043955,2.38211684522774,0.654817223548889,0.42327,0.446537524693016,2.56459426586536
"France",1996,2.03455903979455,0.764983980964634,1.36202536186703,0.512114695674326,0.684336373340965,0.375994977782449,2.92448225771399,1.12651634052811,2.42123401463214,0.658546030521393,0.43455,0.446309338537621,2.59604068978085
"France",1997,2.04658919087822,0.774089372238588,1.36355900493903,0.515744214250729,0.684572022934421,0.378233880882765,2.97509266499669,1.13701953402927,2.48029172242471,0.651607394218445,0.43663,0.444431965585944,2.61657128655813
"France",1998,2.05797715908044,0.782130682552076,1.36719325108813,0.519599445472928,0.684511963571638,0.38004828144038,3.04827090548599,1.15869018284432,2.58524117184847,0.646295189857483,0.43537,0.436976169666503,2.63079031014415
"France",1999,2.06994205738062,0.78878030287716,1.3716234526465,0.522676254900105,0.684119195751951,0.381063953005193,3.12412577580151,1.18695648719069,2.68441365890138,0.653420150279999,0.44248,0.426575017905233,2.63204743351271
"France",2000,2.08316234621201,0.794098616999557,1.37651312106404,0.52472490572151,0.683436019881079,0.381198622586249,3.23484626869985,1.21508047522933,2.82478348852789,0.650442361831665,0.4343,0.416713499339688,2.66224857912339
